objectid,name,address,address2,municipal,state,zipcode,latitude,longitude,prim_type
5010,Coates Enterprises LLC,370 Main St # 2, ,West Townsend,MA,1474,42.674087,-71.728666,Other Specialties
5011,Cold & Hot,21 White St, ,Cambridge,MA,2140,42.389014,-71.118278,Other Specialties
5012,Common Market Inc,301 E Foster St, ,Melrose,MA,2176,42.456167,-71.051998,Other Specialties
5013,Country Gourmet,21 Main St, ,Rowley,MA,1969,42.707605,-70.881036,Other Specialties
5014,Crane Herb Co,745 Falmouth Rd, ,Mashpee,MA,2649,41.608439,-70.493139,Other Specialties
5015,Creative Gourmets,31 Antwerp St, ,Brighton,MA,2135,42.358789,-71.139722,Other Specialties
5016,Creative Gourmets LTD,900 Chelmsford St, ,Lowell,MA,1851,42.614762,-71.325232,Other Specialties
5017,Crock Style Cheese,83 E Water St, ,Rockland,MA,2370,42.128024,-70.911448,Other Specialties
5018,Custom Seasonings,12 Heritage Way, ,Gloucester,MA,1930,42.629936,-70.645994,Other Specialties
5019,Custom Source LLC,4 New St, ,Worcester,MA,1605,42.284389,-71.79494,Other Specialties
5020,D & K Food Mart Corp,85 E Main St, ,Avon,MA,2322,42.128729,-71.038988,Other Specialties
5021,Daily Grommet,6 Wallis Ct, ,Lexington,MA,2421,42.445818,-71.225042,Other Specialties
5022,Dalton Enterprises,1151 Washington St # A, ,Braintree,MA,2184,42.197293,-71.006322,Other Specialties
5023,Diamond Spring Water, , ,Taunton,MA,2780,41.905509,-71.107356,Other Specialties
5024,Drink Maple,152 Commonwealth Ave, ,Concord,MA,1742,42.458598,-71.396125,Other Specialties
5025,E Shan Tang,171 Harvard Ave, ,Allston,MA,2134,42.351222,-71.131548,Other Specialties
5026,Edrees Gourmet Pizza Deli,572 Moody St, ,Lowell,MA,1854,42.650356,-71.322633,Other Specialties
5027,Eggs & Thai Cafe,2 Kings Ct, ,Dedham,MA,2026,42.248495,-71.17521,Other Specialties
5028,Elena's Gourmet Grocery,1 Main St, ,Lunenburg,MA,1462,42.595553,-71.726028,Other Specialties
5029,Four Brothers Gourmet,461 Granby Rd, ,South Hadley,MA,1075,42.234851,-72.563057,Other Specialties
5030,Fresh,5 Salem St, ,Nantucket,MA,2554,41.2833,-70.097189,Other Specialties
5031,Freshens,571 Main St, ,Hyannis,MA,2601,41.649921,-70.289441,Other Specialties
5032,Freshens,793 Iyannough Rd # F102, ,Hyannis,MA,2601,41.667572,-70.295824,Other Specialties
5033,Gaygrace Teas LLC,10 Oxbow Rd, ,Natick,MA,1760,42.28482,-71.394314,Other Specialties
5034,Gibsons Dairy Farm,50 Sunderland Rd, ,Worcester,MA,1604,42.246545,-71.771074,Other Specialties
5035,Giorgiana's,532 Tremont St, ,Boston,MA,2116,42.344493,-71.070534,Other Specialties
5036,Gl Gourmet Group Inc,1709 Massachusetts Ave, ,Lexington,MA,2420,42.44733,-71.226486,Other Specialties
5037,Good & Healthy,1 Boltwood Walk, ,Amherst,MA,1002,42.375999,-72.518582,Other Specialties
5038,Gourmet Boutique,300 Allston St # 214, ,Brighton,MA,2135,42.344017,-71.140246,Other Specialties
5039,Gourmet Business LLC,PO Box 700, ,Weston,MA,2493,42.365635,-71.303946,Other Specialties
5040,Gourmet Corner,183 Chestnut Hill Ave, ,Brighton,MA,2135,42.341405,-71.154705,Other Specialties
5041,Gourmet Creations LLC Meera,72 Hosmer St, ,Marlborough,MA,1752,42.35403,-71.533308,Other Specialties
5042,Gourmet Exchange,70 Newmarket Sq, ,Boston,MA,2118,42.328799,-71.066936,Other Specialties
5043,Gourmet Foods Of America Inc,Faneuil Hall Marketplace, ,Boston,MA,2109,42.359135,-71.055237,Other Specialties
5044,Gourmet Foods Solutions,134 Avocado St, ,Springfield,MA,1104,42.107832,-72.607745,Other Specialties
5045,Gourmet Garden Of Lynnfield,1138 Worcester Rd, ,Framingham,MA,1702,42.29857,-71.443682,Other Specialties
5046,Gourmet Inc,70 Tyler St, ,Boston,MA,2111,42.349291,-71.061259,Other Specialties
5047,Gourmet Outlet,2301 Purchase St # 1, ,New Bedford,MA,2746,41.65934,-70.933946,Other Specialties
5048,Gourmet Products,35 Wareham St, ,Boston,MA,2118,42.339373,-71.068101,Other Specialties
5049,Gourmets Friend Co,213 Osborn St, ,Fall River,MA,2724,41.691965,-71.166232,Other Specialties
5050,Green Food Mart Inc,15 Freeport Way, ,Dorchester,MA,2122,42.306309,-71.056492,Other Specialties
5051,Gypsy Kitchen, , ,Boston,MA,2108,42.357979,-71.062564,Other Specialties
5052,Gypsy Kitchen,1241 Hancock St, ,Quincy,MA,2169,42.252076,-71.004106,Other Specialties
5053,Health Resources,Jfk Federal Bldg # 1826, ,Boston,MA,2222,42.364973,-71.062334,Other Specialties
5054,Helen's Place,60 Spring St, ,Williamstown,MA,1267,42.710311,-73.203929,Other Specialties
5055,Herrells Specialty Products,8 Old South St, ,Northampton,MA,1060,42.317943,-72.630951,Other Specialties
5056,Hornstra Farms,3 Lazell St, ,Hingham,MA,2043,42.218593,-70.869978,Other Specialties
5057,Imported Foods,27 H St # 29, ,South Boston,MA,2127,42.337024,-71.041805,Other Specialties
5058,International Gourmet,482b Washington St, ,Dorchester Ctr,MA,2124,42.288315,-71.072573,Other Specialties
5059,Irving's Gourmet Products Inc,83 E Water St, ,Rockland,MA,2370,42.128024,-70.911448,Other Specialties
5060,Island Gourmet Corp,PO Box 1852, ,Nantucket,MA,2554,41.283788,-70.098772,Other Specialties
5061,J P Lillis Enterprises,3892 Washington St, ,Roslindale,MA,2131,42.295262,-71.118285,Other Specialties
5062,Julima Cheese Inc,212 Freight Shed Rd, ,Templeton,MA,1468,42.555179,-72.06475,Other Specialties
5063,Just Yoway LLC,19 Central Sq, ,Bridgewater,MA,2324,41.990012,-70.975605,Other Specialties
5064,Koii Asian Gourmet Inc,302 State Rd, ,Great Barrington,MA,1230,42.195496,-73.33743,Other Specialties
5065,Lankagems Inc,85 Newbury St, ,Boston,MA,2116,42.351918,-71.074963,Other Specialties
5066,Laurel Pure,20 Winter St, ,Holyoke,MA,1040,42.20175,-72.598561,Other Specialties
5067,Light & Salt Inc,166 Harvard Ave, ,Allston,MA,2134,42.35143,-71.131362,Other Specialties
5068,"Lombardi, Rick",154 Turnpike Rd, ,Southborough,MA,1772,42.29195,-71.520091,Other Specialties
5069,Lovely Fare,30 Prince St, ,Boston,MA,2113,42.364487,-71.05444,Other Specialties
5070,Maria Market Latino,340 Broadway, ,Revere,MA,2151,42.409198,-71.012965,Other Specialties
5071,Mark Hyman Do,55 Pittsfield Rd, ,Lenox,MA,1240,42.376828,-73.280054,Other Specialties
5072,Market Gourmet Kitchen,1 Hurd St, ,Melrose,MA,2176,42.452405,-71.069531,Other Specialties
5073,Massaro Mariam,99 Harvey Rd, ,Worthington,MA,1098,42.395992,-72.926226,Other Specialties
5074,Mathieu Water Svc Inc,44 Capeview St, ,Fairhaven,MA,2719,41.622269,-70.859959,Other Specialties
5075,Mayflower Natural Foods,300 Oak St # 990, ,Pembroke,MA,2359,42.103821,-70.766535,Other Specialties
5076,Medfield Cheese Platter,5 Flint Locke Ln, ,Medfield,MA,2052,42.19901,-71.30512,Other Specialties
5077,Natural Necessities,964 County St, ,Somerset,MA,2726,41.746227,-71.14511,Other Specialties
5078,Pecorino,135 Westboro Rd, ,North Grafton,MA,1536,42.243832,-71.691301,Other Specialties
5079,Pierce Brothers Gourmet,4 Barry Cir, ,Amherst,MA,1002,42.32445,-72.503394,Other Specialties
5080,Portabella Fine Foods,472 Bay Rd, ,Amherst,MA,1002,42.318911,-72.504856,Other Specialties
5081,Progressive Gourmet,70 Warren Ave, ,Chelsea,MA,2150,42.402771,-71.030366,Other Specialties
5082,Purity Cheese Co Inc,206 Ricciuti Dr, ,Quincy,MA,2169,42.240599,-71.039194,Other Specialties
5083,Runway Gourmet,200 Hanscom Dr, ,Bedford,MA,1730,42.463155,-71.291352,Other Specialties
5084,Sid Wainer & Son Specialty,443 Barneys Joy Rd, ,South Dartmouth,MA,2748,41.536186,-71.004345,Other Specialties
5085,"Silva, Chris",4 Cranberry Knoll Ct, ,Bourne,MA,2532,41.667368,-70.601432,Other Specialties
5086,Silver Screen Gourmet,3 Lewis St # 1, ,Boston,MA,2109,42.363276,-71.051876,Other Specialties
5087,Sio Kam Lung Inc,65 Harrison Ave, ,Boston,MA,2111,42.351316,-71.061313,Other Specialties
5088,Smart Gourmet,31 Antwerp St, ,Brighton,MA,2135,42.358789,-71.139722,Other Specialties
5089,Smith's Country Cheese,20 Otter River Rd, ,Winchendon,MA,1475,42.619123,-72.054165,Other Specialties
5090,South End Gourmet Shop,74 Appleton St, ,Boston,MA,2116,42.345583,-71.072507,Other Specialties
5091,Sussu Gourmet Corp,1248 Gorham St, ,Lowell,MA,1852,42.621796,-71.305472,Other Specialties
5092,Topitz,98 Union St, ,Easthampton,MA,1027,42.266793,-72.669958,Other Specialties
5093,Tutti Produtti Siciliani Inc,500a Merrimack St, ,Lawrence,MA,1843,42.688492,-71.159223,Other Specialties
5094,Tutto Italian Foods,296 Malden St, ,Revere,MA,2151,42.420782,-71.016876,Other Specialties
5095,Tutto Sfoglia,49 Pleasant St, ,Nantucket,MA,2554,41.276394,-70.098142,Other Specialties
5096,Valley Farms,128 Northampton St, ,Easthampton,MA,1027,42.280844,-72.670045,Other Specialties
5097,Watkins,574 Broad St, ,East Weymouth,MA,2189,42.217709,-70.936028,Other Specialties
5098,Westfield Farm,28 Worcester Rd, ,Hubbardston,MA,1452,42.459495,-71.995754,Other Specialties
5099,Whittard Of Chelsea,1 Faneuil Hall Sq, ,Boston,MA,2109,42.360041,-71.055744,Other Specialties
5100,Whittard Of Chelsea,170 Newbury St, ,Boston,MA,2116,42.350336,-71.07882,Other Specialties
5101,All Mixed Up,101 Broadway Rd # 24, ,Dracut,MA,1826,42.673905,-71.294804,Other Specialties
5102,Chef Lou's Gourmet Food,2341 Boston Rd, ,Wilbraham,MA,1095,42.150129,-72.45982,Other Specialties
5103,Colombo Inc,35 Danton Dr # 1, ,Methuen,MA,1844,42.726425,-71.211278,Other Specialties
5104,Crescent Ridge Dairy,355 Bay Rd, ,Sharon,MA,2067,42.12909,-71.14861,Other Specialties
5105,Dyna Wave Cable,135 Ward Hill Ave, ,Haverhill,MA,1835,42.762606,-71.118514,Other Specialties
5106,Hot Mama's Foods Inc,134 Avocado St, ,Springfield,MA,1104,42.107832,-72.607745,Other Specialties
5107,Gourmet Garden Of Wareham Inc,2421 Cranberry Hwy, ,Wareham,MA,2571,41.777321,-70.74521,Other Specialties
5108,House Gourmet,678 Main St, ,Dennis Port,MA,2639,41.668389,-70.123177,Other Specialties
5109,Ian's Natural Foods,439 S Union St, ,Lawrence,MA,1843,42.690762,-71.156095,Other Specialties
5110,Smart Gourmet LLC,433 Cambridge St, ,Allston,MA,2134,42.354996,-71.134357,Other Specialties
5111,11 Bucknell Road Assoc LLC,60 Chesterton Rd, ,Wellesley,MA,2481,42.315128,-71.313131,Supermarkets
5112,141 Market,141 Bradford St, ,Provincetown,MA,2657,42.053478,-70.185676,Supermarkets
5113,1A Supermarket,501 Washington St, ,Norwood,MA,2062,42.196306,-71.199846,Supermarkets
5114,2 Brothers Market Inc,100 Franklin St # B, ,Lawrence,MA,1840,42.70755,-71.16874,Supermarkets
5115,3D Distributors Inc,15 Carter St, ,Leominster,MA,1453,42.522431,-71.751396,Supermarkets
5116,7 A Foods,1045 State Rd, ,Vineyard Haven,MA,2568,41.44118,-70.613211,Supermarkets
5117,7 Diaz Market,3114 Washington St, ,Roxbury,MA,2119,42.314772,-71.099022,Supermarkets
5118,7-Eleven,121 Harvard Ave, ,Allston,MA,2134,42.352417,-71.132192,Supermarkets
5119,86 Market Inc,249 Blue Hill Ave, ,Roxbury,MA,2119,42.315759,-71.078308,Supermarkets
5120,888 Asian Grocery,96 Gorham St, ,Chelmsford,MA,1824,42.60749,-71.300811,Supermarkets
5121,99 Asian Supermarket Inc,12 Old Essex St, ,Middleton,MA,1949,42.61064,-71.028489,Supermarkets
5122,99 Market,873 Western Ave, ,Lynn,MA,1905,42.459141,-70.970295,Supermarkets
5123,A & C Food Market,67 Woodrow Ave, ,Dorchester Ctr,MA,2124,42.287995,-71.080968,Supermarkets
5124,A & D Food Group Inc,106 Winn St, ,Woburn,MA,1801,42.483421,-71.157631,Supermarkets
5125,A & J Groceries,130 Kendall St, ,Framingham,MA,1702,42.278866,-71.413807,Supermarkets
5126,A & J Grocery,130 Kendall St, ,Framingham,MA,1702,42.278866,-71.413807,Supermarkets
5127,A & J Too,3b 2nd St, ,Framingham,MA,1702,42.280004,-71.399497,Supermarkets
5128,A & L Meat & Grocery Co,25 Main St, ,Chester,MA,1011,42.289175,-72.963808,Supermarkets
5129,A & P Inc, , ,Milford,MA,1757,42.147608,-71.517234,Supermarkets
5130,A & P Supermarket,77 Avenue Louis Pasteur, ,Boston,MA,2115,42.338414,-71.103178,Supermarkets
5131,A & R Market Inc,360 Trapelo Rd, ,Belmont,MA,2478,42.385525,-71.183975,Supermarkets
5132,A A Market,140 South St, ,Jamaica Plain,MA,2130,42.305206,-71.114576,Supermarkets
5133,A B A Market,707 Centre St, ,Brockton,MA,2302,42.086042,-70.989755,Supermarkets
5134,A B P Food,1 Broadway # 14, ,Cambridge,MA,2142,42.362856,-71.083762,Supermarkets
5135,A B Tineo Grocery,24 Everett Ave, ,Chelsea,MA,2150,42.391504,-71.038597,Supermarkets
5136,A B Tineo Grocery Store Corp,24a Everett Ave, ,Chelsea,MA,2150,42.391504,-71.038597,Supermarkets
5137,A J's Apollos Market,918 Morton St, ,Mattapan,MA,2126,42.28056,-71.08303,Supermarkets
5138,A S Convenience Store,276 Oakland St, ,Springfield,MA,1108,42.092551,-72.56296,Supermarkets
5139,A-One Market,1207 River St, ,Hyde Park,MA,2136,42.256059,-71.122364,Supermarkets
5140,A-Z Central Market,13 Mechanic St, ,Worcester,MA,1608,42.263854,-71.801258,Supermarkets
5141,A1 Market,268 Essex St, ,Lynn,MA,1902,42.47027,-70.937556,Supermarkets
5142,AA Enterprises Inc,PO Box 17, ,Southborough,MA,1772,42.296674,-71.536838,Supermarkets
5143,Aaliyah's Grocery,830 Chicopee St, ,Chicopee,MA,1013,42.188524,-72.605733,Supermarkets
5144,Aba Anoosh Food,165 Gray St, ,Arlington,MA,2476,42.414859,-71.167513,Supermarkets
5145,Abodab Grocery,886 Morton St, ,Mattapan,MA,2126,42.28082,-71.084275,Supermarkets
5146,Abruzzese Meat Market,94 Salem St, ,Boston,MA,2113,42.363915,-71.055715,Supermarkets
5147,Academy Market Inc,1588 Columbus Ave, ,Roxbury,MA,2119,42.322182,-71.098311,Supermarkets
5148,Accra Market,48 Blackstone River Rd, ,Worcester,MA,1607,42.232778,-71.794849,Supermarkets
5149,Ace Store,110 Stuart St, ,Boston,MA,2116,42.351007,-71.065166,Supermarkets
5150,Ace's Food Mart,50 John Eliot Sq, ,Roxbury,MA,2119,42.329847,-71.091573,Supermarkets
5151,Ackee Tree Caribbean Amer Grcr,25 Beach Rd, ,Vineyard Haven,MA,2568,41.44118,-70.613211,Supermarkets
5152,Acme Building Svc Inc,6 Lakeside Office Park, ,Wakefield,MA,1880,42.502824,-71.068845,Supermarkets
5153,Acme Canvas Co,171 Medford St, ,Malden,MA,2148,42.418476,-71.072699,Supermarkets
5154,Acores Market,303 William St, ,Fall River,MA,2721,41.697834,-71.166645,Supermarkets
5155,Acougue Sabor Brazil,233 London St, ,East Boston,MA,2128,42.37589,-71.035775,Supermarkets
5156,Acton Corner Mart,134 Main St, ,Acton,MA,1720,42.461113,-71.455286,Supermarkets
5157,Adam Market,116 Blackstone St, ,Boston,MA,2109,42.359135,-71.055237,Supermarkets
5158,Adames Grocery Store,119 Jackson St, ,Lawrence,MA,1841,42.712535,-71.157646,Supermarkets
5159,Ademar's Natural Products,52 Broadway # 6, ,Somerville,MA,2145,42.386312,-71.080371,Supermarkets
5160,African Market,134 Merrimack St, ,Lowell,MA,1852,42.645496,-71.310137,Supermarkets
5161,African Market,85 Lakeview Ave, ,Lowell,MA,1850,42.649998,-71.305472,Supermarkets
5162,Aguadilla Market,664 Tremont St # A, ,Boston,MA,2118,42.341362,-71.075795,Supermarkets
5163,Ahold USA Inc,1149 Harrisburg Pike, ,Carlisle,MA,1741,42.529057,-71.345525,Supermarkets
5164,Aislyn Meat Market,71 Day St, ,Jamaica Plain,MA,2130,42.324577,-71.108325,Supermarkets
5165,Aksel Market Inc,104 Mechanic St, ,Leominster,MA,1453,42.525281,-71.755071,Supermarkets
5166,Al Bahia Market,82 Main St, ,Everett,MA,2149,42.403637,-71.061417,Supermarkets
5167,Alba Market,51a Berkeley St, ,Lawrence,MA,1841,42.71825,-71.157643,Supermarkets
5168,Albano Groc Store,1167 E Columbus Ave, ,Springfield,MA,1105,42.096597,-72.585983,Supermarkets
5169,Albert's Market,638 Cambridge St, ,Cambridge,MA,2141,42.371902,-71.08714,Supermarkets
5170,Alberto Market,1112 Blue Hill Ave, ,Dorchester Ctr,MA,2124,42.286285,-71.090385,Supermarkets
5171,Albertsons Pharmacy,750 W Center St, ,West Bridgewater,MA,2379,42.009227,-71.054737,Supermarkets
5172,Albino's Grocery & Deli Inc,90 Belmont St, ,Worcester,MA,1605,42.271844,-71.793239,Supermarkets
5173,Albino's Market,92 Belmont St, ,Worcester,MA,1605,42.271969,-71.793126,Supermarkets
5174,Albino's Market,95 Belmont St, ,Worcester,MA,1605,42.288462,-71.790726,Supermarkets
5175,Alchemy Community Markets Inc,25 Red Rock St, ,Lynn,MA,1902,42.464095,-70.929515,Supermarkets
5176,Alex's Market Iv Inc,466 Talbot Ave, ,Dorchester Ctr,MA,2124,42.288991,-71.066782,Supermarkets
5177,Alhoda Market,304 Prospect St, ,Cambridge,MA,2139,42.372755,-71.098527,Supermarkets
5178,Alianca Import Export Market,243 Hartwell St, ,Fall River,MA,2721,41.696382,-71.153825,Supermarkets
5179,Alianca Market,223 East St, ,Ludlow,MA,1056,42.158305,-72.477048,Supermarkets
5180,Alisson Market,46 Broadway, ,Somerville,MA,2145,42.386336,-71.079956,Supermarkets
5181,All Asian Foods,3 Cambridge Ctr, ,Cambridge,MA,2142,42.362728,-71.085985,Supermarkets
5182,All Channel Food & Beverage,266 Lake St, ,Belmont,MA,2478,42.402857,-71.159113,Supermarkets
5183,All Redi Food Flour & Salt,78 Quincy St, ,Arlington,MA,2476,42.419877,-71.174602,Supermarkets
5184,All Same Local Co-Op Market,104 N Pleasant St, ,Amherst,MA,1002,42.377211,-72.520154,Supermarkets
5185,Allston Food & Spirits,225 Cambridge St, ,Allston,MA,2134,42.357917,-71.126727,Supermarkets
5186,Allston Market,169 Harvard Ave, ,Allston,MA,2134,42.351261,-71.131569,Supermarkets
5187,Alman Groceries,284 Oakland St, ,Springfield,MA,1108,42.092755,-72.562957,Supermarkets
5188,Almany's Market,1053-1055 Tremont Street, ,Roxbury,MA,2120,42.334948,-71.094875,Supermarkets
5189,Almonte Market & Deli,129 Sargeant St, ,Holyoke,MA,1040,42.201204,-72.615042,Supermarkets
5190,Almonte Mini Market Inc,47 Meeting House Rd, ,Chicopee,MA,1013,42.167196,-72.621902,Supermarkets
5191,Alnour Market,161 Essex St, ,Lynn,MA,1902,42.472592,-70.932913,Supermarkets
5192,Alo-Brazil,323 Belmont St, ,Brockton,MA,2301,42.077843,-71.033563,Supermarkets
5193,Alpha Trio Mfg Corp,280 Lincoln St, ,Allston,MA,2134,42.357328,-71.134073,Supermarkets
5194,Altamira Market,127 S Union St, ,Lawrence,MA,1843,42.698245,-71.15348,Supermarkets
5195,Altamira Market,88 Broadway, ,Lawrence,MA,1840,42.705399,-71.168697,Supermarkets
5196,Alvaro Market,51 Cottage St, ,Boston,MA,2128,42.367108,-71.035677,Supermarkets
5197,Alves Market,77 Stoughton St, ,Dorchester,MA,2125,42.315869,-71.062569,Supermarkets
5198,Amarillis Market,14 Orange St, ,Springfield,MA,1108,42.093194,-72.568658,Supermarkets
5199,Amen Market,3 2nd St # B, ,Framingham,MA,1702,42.280004,-71.399497,Supermarkets
5200,American Market Source Inc,60 Sterling St, ,Quincy,MA,2171,42.271215,-71.037799,Supermarkets
5201,Amerish Foods LLC,61 Marion St, ,Natick,MA,1760,42.292524,-71.337725,Supermarkets
5202,Amherst Grocery Store,319 Main St, ,Amherst,MA,1002,42.375873,-72.513612,Supermarkets
5203,Amigo Market,75 Intervale St, ,Dorchester,MA,2121,42.310824,-71.0783,Supermarkets
5204,Amigos Grocery Store,86 Broadway # A, ,Somerville,MA,2145,42.387114,-71.082271,Supermarkets
5205,Amigos Market LLC,355 Summer St, ,Lynn,MA,1905,42.460186,-70.960689,Supermarkets
5206,Amtheeba Inc,1175 Grattan St, ,Chicopee,MA,1013,42.160675,-72.614404,Supermarkets
5207,Anabia Market Inc,29 Hayward St, ,Braintree,MA,2184,42.228153,-70.985534,Supermarkets
5208,Andover Street Market,606 Andover St, ,Lawrence,MA,1843,42.690319,-71.174014,Supermarkets
5209,Andrade Market,93 Burrell St, ,Roxbury,MA,2119,42.323633,-71.068204,Supermarkets
5210,Andrea Mini Market,2 Fairmount Ave, ,Hyde Park,MA,2136,42.255844,-71.12089,Supermarkets
5211,Andreinas Supermarket,515 Lawrence St, ,Lowell,MA,1852,42.634584,-71.302849,Supermarkets
5212,Andy's Food Mart,330 Morton St, ,Stoughton,MA,2072,42.114367,-71.105761,Supermarkets
5213,Andy's Foodmarket,860 Southbridge St, ,Auburn,MA,1501,42.176589,-71.874457,Supermarkets
5214,Andy's Snack Inc,3 Old Concord Rd # 102, ,Burlington,MA,1803,42.473544,-71.208181,Supermarkets
5215,Aney Bangla Grocery,542 Washington St, ,Dorchester,MA,2124,42.292691,-71.071738,Supermarkets
5216,Angel Food Market,416 Crescent Ave, ,Chelsea,MA,2150,42.401058,-71.014178,Supermarkets
5217,Angel Grocery Store,344 Orange St, ,Springfield,MA,1108,42.093278,-72.556636,Supermarkets
5218,Angels Market,8a Glenway St, ,Dorchester,MA,2121,42.309173,-71.084832,Supermarkets
5219,Angies Grocery Store,344 Orange St, ,Springfield,MA,1108,42.093278,-72.556636,Supermarkets
5220,Angkor Thom Market II Inc,450 Chelmsford St # 1, ,Lowell,MA,1851,42.627622,-71.322279,Supermarkets
5221,Anna William Grocery,271 Western Ave # 211a, ,Lynn,MA,1904,42.476416,-70.950379,Supermarkets
5222,Anngie Supermarket 2,143 Washington St, ,Dorchester,MA,2121,42.304468,-71.079646,Supermarkets
5223,Anould Discount Grocery Store,1145 Blue Hill Ave, ,Dorchester Ctr,MA,2124,42.285449,-71.091196,Supermarkets
5224,Antonio Food Products,433 S 2nd St, ,New Bedford,MA,2740,41.621849,-70.922083,Supermarkets
5225,Antonio Ospina Grocery,9 Meridian St, ,East Boston,MA,2128,42.370491,-71.038779,Supermarkets
5226,Anugraha Grocery Store,160 Elm St, ,Westfield,MA,1085,42.123913,-72.748489,Supermarkets
5227,Apple Tree Market,436 Boston Rd, ,Springfield,MA,1109,42.130798,-72.527779,Supermarkets
5228,Apple Tree Market,60 Avocado St, ,Springfield,MA,1104,42.1094,-72.609304,Supermarkets
5229,Appleton Market,74 Kaveney St, ,Chicopee,MA,1020,42.170713,-72.593554,Supermarkets
5230,Appletown Market,9 Main St, ,Sterling,MA,1564,42.436479,-71.761233,Supermarkets
5231,Appletree Market,436 Boston Rd, ,Springfield,MA,1109,42.130798,-72.527779,Supermarkets
5232,Arcos Market,34 Main St, ,Milford,MA,1757,42.143072,-71.515021,Supermarkets
5233,Arias Market,385 Lowell St # 2, ,Lawrence,MA,1841,42.704406,-71.175296,Supermarkets
5234,Arrows Market,1112 Blue Hill Ave, ,Dorchester,MA,2124,42.286285,-71.090385,Supermarkets
5235,Arroydee Market & Takeout,23 Hutchinson St, ,Franklin,MA,2038,42.07731,-71.401697,Supermarkets
5236,As Food Mart,70 Commercial St, ,Lynn,MA,1905,42.460304,-70.960531,Supermarkets
5237,Ashland Farmers Market Inc,2 Candlelight Way, ,Ashland,MA,1721,42.263095,-71.48345,Supermarkets
5238,Asian International,206 Russell St # 6, ,Hadley,MA,1035,42.344769,-72.577985,Supermarkets
5239,Asian International Market,375 North St, ,Pittsfield,MA,1201,42.453993,-73.252519,Supermarkets
5240,Asian Market,19 Pomona St, ,Springfield,MA,1108,42.088859,-72.555015,Supermarkets
5241,Asian Market,229 Turnpike Rd, ,Westborough,MA,1581,42.283671,-71.63561,Supermarkets
5242,Asinayo Market,185 Concord St, ,Framingham,MA,1702,42.280117,-71.416059,Supermarkets
5243,Athol General Store,390 Crescent St, ,Athol,MA,1331,42.597623,-72.222917,Supermarkets
5244,Atlantic Convenience Store,34 Atlantic Ave, ,Marblehead,MA,1945,42.499178,-70.85549,Supermarkets
5245,Atlantic To Hudson Inc,18 Hudson St, ,Boston,MA,2111,42.350508,-71.059956,Supermarkets
5246,Atlas,417 Saint James Ave, ,Springfield,MA,1109,42.120856,-72.570285,Supermarkets
5247,Atlas Market Inc,223 Highland Ave, ,Malden,MA,2148,42.421321,-71.080039,Supermarkets
5248,Auntie Rose's Cultural Market,28 Aiken Ave, ,Lowell,MA,1850,42.65755,-71.312547,Supermarkets
5249,Auntie's,525 Purchase St, ,New Bedford,MA,2740,41.630827,-70.92529,Supermarkets
5250,Avian Naturals,49a Chester St, ,Malden,MA,2148,42.426146,-71.078798,Supermarkets
5251,B & E Country Store,526 Sanford Rd, ,Westport,MA,2790,41.651017,-71.10701,Supermarkets
5252,B & H Food Inc,483 Concord St, ,Framingham,MA,1702,42.289155,-71.409042,Supermarkets
5253,B C Corner Market,27 Lamplighter Ln, ,North Chelmsford,MA,1863,42.625371,-71.383011,Supermarkets
5254,B G Food Garden City LLC,501 Lexington St # 111, ,Waltham,MA,2452,42.391972,-71.235809,Supermarkets
5255,Baba Supermarket,183 Pleasant St, ,Malden,MA,2148,42.427253,-71.072035,Supermarkets
5256,Baker's Footwear,75 Middlesex Tpke, ,Burlington,MA,1803,42.482434,-71.215104,Supermarkets
5257,Bakers Country Store,101 River St, ,Conway,MA,1341,42.505324,-72.699124,Supermarkets
5258,Balaji Indian Grocery,517 Main St, ,Malden,MA,2148,42.428439,-71.067087,Supermarkets
5259,Baldwin Market,237 Bowdoin St, ,Dorchester,MA,2122,42.305987,-71.067226,Supermarkets
5260,Bani Grocery,134 Fenton Rd, ,Monson,MA,1057,42.140025,-72.287487,Supermarkets
5261,Barn At Mashpee,22 Farmers Rd, ,Edgartown,MA,2539,41.384567,-70.521688,Supermarkets
5262,Batista Grocery Store,75 Pleasant St, ,Worcester,MA,1609,42.263731,-71.804778,Supermarkets
5263,Battambang Market,120 Shirley Ave, ,Revere,MA,2151,42.407897,-70.996074,Supermarkets
5264,Battambang Supermarket,125 Church St, ,Lowell,MA,1852,42.640719,-71.305237,Supermarkets
5265,Bazza Food Mart,30 Tower Rd, ,Newton Upper Fls,MA,2464,42.310263,-71.215606,Supermarkets
5266,Beach Bluff Market,252 Humphrey St, ,Marblehead,MA,1945,42.482598,-70.888877,Supermarkets
5267,Beach Food Market,245 Nantasket Ave, ,Hull,MA,2045,42.272053,-70.859032,Supermarkets
5268,Beacon Food Sales,34 Chestnut St, ,Wakefield,MA,1880,42.502917,-71.075275,Supermarkets
5269,Bedford Market,1005 Liberty St, ,Braintree,MA,2184,42.188768,-70.986834,Supermarkets
5270,Bedleys Mini Market, , ,Somerville,MA,2143,42.38076,-71.09847,Supermarkets
5271,Beekman Foods,65 Foley St, ,Somerville,MA,2145,42.39336,-71.077823,Supermarkets
5272,Bell Markets,206 Cabot St, ,Beverly,MA,1915,42.548268,-70.87881,Supermarkets
